idstd,id,COVb0,COVb1a,COVb1b,COVb2a,COVb2b,COVb2c,COVb3a,COVb4,COVc3,COVc1,COVc2a,COVc2b,COVc2c,COVc4a,COVc4b,COVc4c,COVc5,COVc6,COVd1,COVd3a,COVd3b,COVd4,COVd6,COVd8,COVe1a,COVe1b,COVe1c,COVe2,COVe3a,COVe3b,COVe3c,COVe4,COVe5,COVf1,COVf2a,COVf2b,COVf2c,COVf2d,COVf2e,COVf2f,COVf2fx,COVg2,COVh1,COVh2a,COVh2b,COVh2c,COVh2d,COVh2e,COVh2f
656827,1281,Open,No,,Decrease,,10,100,Decrease,No,80,Decrease,Decrease,Decrease,Yes,No,No,5,0,53,Remain the same,Decrease,9,0,0,Remain the same,Decrease,Increase,,Yes,No,No,Does not apply,No,No,,,,,,,,2,,,,,,,
656828,1308,Open,Yes,3,Decrease,,40,100,Does not apply,No,70,Decrease,Decrease,Decrease,Yes,No,No,2,0,20,Remain the same,Decrease,0,0,0,Decrease,Decrease,Decrease,Loans from commercial banks,Yes,Yes,Yes,Yes,No,No,,,,,,,,0,,,,,,,
656829,852,Open,Yes,6,Decrease,,30,100,Does not apply,Yes,70,Remain the same,Decrease,Decrease,Yes,Yes,Yes,30,15,17,Remain the same,Remain the same,,,Does not apply,Remain the same,Decrease,Remain the same,,No,No,No,No,No,No,,,,,,,,3,,,,,,,
656830,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656831,461,Open,Yes,4,Remain the same,,,100,Does not apply,Yes,70,Remain the same,Remain the same,Remain the same,No,Yes,Yes,15,30,60,Remain the same,Remain the same,,,Does not apply,Remain the same,Remain the same,Increase,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
656832,543,Open,Yes,5,Decrease,,45,100,Does not apply,Yes,50,Decrease,Decrease,Decrease,No,No,Yes,20,50,6,Remain the same,Decrease,Don't know,0,Does not apply,Decrease,Remain the same,Don't know,None of the above,No,Yes,No,No,No,Yes,Don't know,Yes,Don't know,Yes,Don't know,No,,Don't know,,,,,,,
656833,310,Open,Yes,5,Decrease,,40,100,Decrease,Yes,75,Decrease,Decrease,Decrease,Yes,Yes,Yes,45,20,30,Decrease,Decrease,2,2,2,Decrease,Decrease,Decrease,None of the above,Yes,No,No,No,No,No,,,,,,,,3,,,,,,,
656834,371,Open,Yes,1,Decrease,,30,100,Does not apply,Yes,60,Decrease,Decrease,Decrease,Yes,Yes,Yes,40,0,7,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,No,,,,,,,,4,,,,,,,
656835,841,Open,Yes,3,Decrease,,15,100,Does not apply,No,80,Remain the same,Decrease,Decrease,Yes,Yes,Yes,25,30,7,Remain the same,Remain the same,,,0,Decrease,Remain the same,Decrease,Delaying payments to suppliers or workers,Yes,Yes,No,No,No,No,,,,,,,,2,,,,,,,
656836,47,Open,No,,Decrease,,30,100,Does not apply,Yes,70,Decrease,Decrease,Decrease,No,No,No,0,0,7,Remain the same,Remain the same,,,0,Decrease,Decrease,Remain the same,Equity finance,No,No,No,No,No,No,,,,,,,,4,,,,,,,
656837,685,Open,Yes,4,Remain the same,,,100,Does not apply,No,60,Remain the same,Decrease,Decrease,No,Yes,No,0,10,25,Remain the same,Decrease,4,1,8,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
656838,897,Open,Yes,8,Decrease,,30,100,Does not apply,Yes,50,Decrease,Decrease,Decrease,Yes,Yes,Yes,40,1,7,Remain the same,Remain the same,,,1,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,Yes,No,No,No,"No, but expect to receive them in the next 3 months",No,Yes,No,Yes,No,No,,4,,,,,,,
656839,1111,Temporarily closed,,13,Decrease,,80,100,Does not apply,Yes,Don't know,Decrease,Decrease,Decrease,No,No,Yes,Don't know,60,15,Remain the same,Remain the same,,,Does not apply,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,Yes,Yes,No,Yes,"No, but expect to receive them in the next 3 months",No,Yes,Yes,Yes,No,No,,4,,,,,,,
656840,396,Open,Yes,2,Decrease,,50,100,Does not apply,Yes,50,Decrease,Decrease,Decrease,No,No,No,0,0,11,Remain the same,Remain the same,,,6,Decrease,Remain the same,Increase,Loans from commercial banks,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,,0,,,,,,,
656841,1214,Open,Yes,7,Decrease,,40,100,Does not apply,Don't know,Don't know,Decrease,Decrease,Decrease,No,No,No,Don't know,0,5,Remain the same,Remain the same,,,5,Decrease,Don't know,Don't know,Loans from commercial banks,Yes,Yes,No,Yes,Don't know,No,,,,,,,,2,,,,,,,
656842,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656843,1098,Open,Yes,4,Decrease,,30,100,Does not apply,Yes,70,Decrease,Decrease,Decrease,Yes,Yes,No,20,0,7,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,No,,,,,,,,4,,,,,,,
656844,93,Open,No,,Decrease,,20,100,Does not apply,Yes,80,Decrease,Decrease,Decrease,Yes,Yes,Yes,70,0,6,Remain the same,Remain the same,,,0,Decrease,Remain the same,Remain the same,None of the above,No,Yes,No,No,No,No,,,,,,,,4,,,,,,,
656845,1077,Open,Yes,2,Decrease,,70,100,Does not apply,No,70,Decrease,Decrease,Decrease,Yes,No,No,0,9,9,Remain the same,Decrease,0,0,0,Decrease,Decrease,Decrease,None of the above,No,No,No,Does not apply,No,No,,,,,,,,0,,,,,,,
656846,270,Open,Yes,2,Decrease,,35,100,Does not apply,Yes,60,Decrease,Decrease,Decrease,Yes,Yes,No,15,0,3,Decrease,Decrease,7,0,4,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,4,,,,,,,
656847,613,Open,Yes,8,Decrease,,60,100,Does not apply,Yes,40,Decrease,Decrease,Decrease,No,Yes,Yes,10,70,12,Remain the same,Remain the same,,,Does not apply,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,Yes,No,No,Yes,No,,,,,,,,4,,,,,,,
656848,673,Open,Yes,6,Decrease,,30,100,Does not apply,No,55,Remain the same,Remain the same,Decrease,No,No,No,Don't know,Don't know,6,Remain the same,Remain the same,,,2,Decrease,Decrease,Decrease,None of the above,No,No,No,No,No,No,,,,,,,,8,,,,,,,
656849,1072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656850,679,Permanently closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Closed before COVID-19 outbreak,No,No,Yes,No,No,Don't know
656851,756,Open,Yes,2,Remain the same,,,100,Decrease,Yes,90,Remain the same,Remain the same,Remain the same,No,No,Yes,0,5,1200,Remain the same,Don't know,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,3,,,,,,,
656852,364,Open,No,,Increase,3,,100,Does not apply,Yes,90,Remain the same,Increase,Remain the same,Yes,Yes,Yes,25,20,22,Remain the same,Remain the same,,,0,Remain the same,Increase,Increase,,No,No,No,Does not apply,No,No,,,,,,,,3,,,,,,,
656853,904,Permanently closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,No,No,No,No,No,No
656854,1129,Open,Yes,6,Decrease,,50,100,Does not apply,Yes,30,Decrease,Decrease,Don't know,Yes,Yes,Yes,50,0,10,Remain the same,Remain the same,,,0,Decrease,Decrease,Remain the same,Delaying payments to suppliers or workers,Yes,Yes,No,No,No,"No, but expect to receive them in the next 3 months",No,Yes,No,No,Yes,No,,Don't know,,,,,,,
656855,1120,Open,Yes,7,Decrease,,50,100,Does not apply,Yes,50,Decrease,Decrease,Don't know,Yes,Yes,Yes,40,0,35,Decrease,Remain the same,20,5,0,Decrease,Decrease,Decrease,Loans from commercial banks,No,Yes,No,No,No,No,,,,,,,,Don't know,,,,,,,
656856,957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656857,1030,Temporarily closed,,11,Decrease,,70,100,Does not apply,Yes,Don't know,Decrease,Decrease,Decrease,No,No,Yes,100,30,78,Remain the same,Remain the same,,,26,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,Yes,No,No,No,"No, but expect to receive them in the next 3 months",No,Yes,No,Yes,No,No,,5,,,,,,,
656858,947,Open,Yes,2,Decrease,,40,100,Does not apply,Yes,60,Decrease,Remain the same,Remain the same,No,No,No,0,0,44,Remain the same,Remain the same,,,5,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,"No, but expect to receive them in the next 3 months",No,Yes,Yes,No,No,No,,24,,,,,,,
656859,516,Open,Yes,2,Decrease,,20,70,Decrease,Yes,80,Decrease,Decrease,Decrease,Yes,Yes,Yes,40,20,33,Remain the same,Remain the same,,,0,Decrease,Remain the same,Increase,Delaying payments to suppliers or workers,No,No,No,No,No,"No, but expect to receive them in the next 3 months",No,Yes,No,No,No,No,,16,,,,,,,
656860,1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656861,1186,Open,No,,Decrease,,30,100,Does not apply,No,70,Decrease,Decrease,Decrease,Yes,No,Yes,30,30,35,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,No,,,,,,,,8,,,,,,,
656862,1200,Open,Yes,6,Remain the same,,,100,Does not apply,No,60,Decrease,Decrease,Decrease,No,No,No,Don't know,0,12,Remain the same,Remain the same,,,0,Remain the same,Remain the same,Remain the same,,Yes,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
656863,803,Open,Yes,3,Decrease,,30,100,Does not apply,No,60,Decrease,Decrease,Decrease,Yes,Yes,Yes,5,10,39,Remain the same,Decrease,5,0,0,Decrease,Decrease,Remain the same,Government grants,Yes,Yes,Yes,No,No,No,,,,,,,,1,,,,,,,
656864,32,Open,No,,Decrease,,30,100,Does not apply,Yes,70,Remain the same,Decrease,Decrease,Yes,Yes,No,40,0,28,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,Loans from commercial banks,No,No,No,No,No,No,,,,,,,,4,,,,,,,
656865,1118,Open,Yes,7,Decrease,,75,100,Does not apply,Yes,40,Decrease,Decrease,Decrease,Yes,No,Yes,0,30,17,Decrease,Decrease,6,0,2,Decrease,Remain the same,Remain the same,Delaying payments to suppliers or workers,No,Yes,Yes,Does not apply,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,0,,,,,,,
656866,342,Open,No,,Increase,10,,100,Does not apply,No,100,Increase,Increase,Increase,No,No,Yes,20,0,21,Remain the same,Remain the same,,,Does not apply,Increase,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,12,,,,,,,
656867,378,Open,Yes,2,Decrease,,30,100,Does not apply,No,80,Remain the same,Decrease,Decrease,Yes,No,No,15,0,29,Remain the same,Decrease,0,0,0,Remain the same,Increase,Increase,,No,Yes,No,Does not apply,No,No,,,,,,,,1,,,,,,,
656868,493,Open,No,,Remain the same,,,100,Does not apply,Yes,70,Remain the same,Remain the same,Decrease,Yes,Yes,Yes,15,20,26,Remain the same,Decrease,2,0,0,Increase,Increase,Increase,,No,No,No,Does not apply,No,No,,,,,,,,3,,,,,,,
656869,828,Open,Yes,1,Decrease,,40,100,Does not apply,Yes,60,Decrease,Decrease,Decrease,Yes,Yes,No,10,0,20,Decrease,Decrease,0,0,3,Decrease,Remain the same,Remain the same,Loans from commercial banks,No,No,No,No,No,"No, but expect to receive them in the next 3 months",No,Yes,No,No,Yes,No,,4,,,,,,,
656870,763,Open,Yes,3,Decrease,,15,100,Does not apply,No,80,Decrease,Decrease,Decrease,Yes,Yes,No,15,0,35,Remain the same,Decrease,0,0,2,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,Yes,No,No,No,No,,,,,,,,1,,,,,,,
656871,1184,Open,Yes,2,Remain the same,,,70,Decrease,No,90,Remain the same,Remain the same,Remain the same,Yes,No,No,10,5,20,Decrease,Decrease,6,0,0,Increase,Remain the same,Increase,,No,No,No,No,No,No,,,,,,,,0,,,,,,,
656872,275,Open,Yes,2,Decrease,,30,80,Remain the same,Yes,70,Decrease,Decrease,Decrease,Yes,Yes,No,20,10,61,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,Loans from commercial banks,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,4,,,,,,,
656873,121,Open,No,,Decrease,,40,100,Does not apply,Yes,70,Decrease,Decrease,Decrease,No,No,No,0,0,65,Remain the same,Decrease,8,16,13,Decrease,Remain the same,Remain the same,Equity finance,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,4,,,,,,,
656874,262,Open,Yes,8,Decrease,,40,100,Does not apply,No,85,Decrease,Remain the same,Decrease,No,Yes,Yes,Don't know,5,70,Decrease,Decrease,Don't know,0,5,Decrease,Remain the same,Don't know,None of the above,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
656875,408,Temporarily closed,,12,Decrease,,100,100,Does not apply,No,0,Decrease,Decrease,Decrease,No,No,No,0,0,28,Remain the same,Remain the same,,,18,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,4,,,,,,,
656876,140,Open,No,,Decrease,,20,70,Remain the same,Yes,70,Remain the same,Decrease,Decrease,Yes,No,Yes,10,0,72,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,No,,,,,,,,12,,,,,,,
656877,1280,Open,No,,Increase,5,,100,Does not apply,Yes,100,Remain the same,Increase,Remain the same,Yes,Yes,Yes,15,0,30,Remain the same,Remain the same,,,Does not apply,Increase,Increase,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
656878,626,Open,Yes,3,Decrease,,25,100,Does not apply,No,80,Decrease,Decrease,Decrease,Yes,Yes,Yes,25,30,78,Remain the same,Decrease,14,0,0,Decrease,Decrease,Increase,Delaying payments to suppliers or workers,Yes,Yes,No,Does not apply,No,No,,,,,,,,2,,,,,,,
656879,775,Open,Yes,3,Decrease,,25,80,Decrease,No,80,Decrease,Decrease,Decrease,Yes,No,No,0,0,52,Remain the same,Decrease,6,0,0,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,No,No,No,No,No,,,,,,,,1,,,,,,,
656880,434,Open,Yes,2,Decrease,,80,100,Does not apply,Yes,20,Decrease,Decrease,Decrease,Yes,Yes,No,Don't know,10,61,Decrease,Decrease,12,1,Does not apply,Decrease,Remain the same,Increase,Loans from commercial banks,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,,6,,,,,,,
656881,690,Open,Yes,8,Decrease,,60,100,Does not apply,Yes,65,Decrease,Decrease,Remain the same,No,Yes,Yes,20,5,14,Decrease,Decrease,5,2,Does not apply,Remain the same,Remain the same,Remain the same,,Don't know,Don't know,Don't know,No,No,"No, but expect to receive them in the next 3 months",No,No,Don't know,Yes,No,No,,5,,,,,,,
656882,1175,Open,Yes,12,Decrease,,60,100,Does not apply,No,0,Decrease,Decrease,Decrease,No,Yes,No,50,0,5,Decrease,Decrease,15,22,Does not apply,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,Yes,No,Does not apply,No,"No, but expect to receive them in the next 3 months",No,Yes,No,Yes,No,No,,Don't know,,,,,,,
656883,901,Permanently closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Closed before COVID-19 outbreak,No,No,No,Yes,No,No
656884,406,Open,Yes,3,Decrease,,40,100,Does not apply,Yes,50,Decrease,Decrease,Decrease,No,No,Yes,15,20,20,Remain the same,Don't know,,,5,Decrease,Decrease,Remain the same,Delaying payments to suppliers or workers,No,Yes,No,No,No,No,,,,,,,,5,,,,,,,
656885,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656886,667,Open,Yes,4,Decrease,,35,100,Does not apply,Yes,70,Decrease,Decrease,Decrease,Yes,No,No,15,10,11,Remain the same,Decrease,0,0,0,Decrease,Decrease,Decrease,None of the above,No,No,No,Does not apply,No,No,,,,,,,,2,,,,,,,
656887,387,Open,Yes,4,Decrease,,20,100,Does not apply,No,80,Remain the same,Decrease,Decrease,Yes,No,No,30,0,21,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,Loans from commercial banks,No,No,No,No,No,No,,,,,,,,4,,,,,,,
656888,606,Open,No,,Increase,25,,100,Remain the same,Yes,100,Remain the same,Increase,Increase,Yes,Yes,Yes,40,70,51,Remain the same,Remain the same,,,0,Increase,Increase,Increase,,No,No,No,Does not apply,No,No,,,,,,,,5,,,,,,,
656889,1093,Open,Yes,2,Decrease,,30,80,Remain the same,Yes,70,Remain the same,Decrease,Decrease,Yes,Yes,No,30,0,25,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,Equity finance,No,No,No,No,No,No,,,,,,,,8,,,,,,,
656890,254,Open,Yes,2,Decrease,,40,100,Does not apply,Yes,60,Decrease,Decrease,Decrease,No,No,No,0,0,24,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,Loans from commercial banks,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,,4,,,,,,,
656891,278,Open,Yes,4,Decrease,,40,100,Does not apply,Yes,60,Decrease,Decrease,Decrease,Yes,Yes,Yes,40,10,46,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,Equity finance,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,4,,,,,,,
656892,471,Open,Yes,1,Decrease,,30,100,Does not apply,Yes,70,Decrease,Decrease,Decrease,No,No,No,0,0,21,Remain the same,Remain the same,,,0,Decrease,Remain the same,Remain the same,Loans from commercial banks,No,No,No,No,No,No,,,,,,,,8,,,,,,,
656893,112,Open,No,,Decrease,,30,80,Does not apply,Yes,70,Decrease,Decrease,Decrease,Yes,Yes,No,20,0,32,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,4,,,,,,,
656894,1271,Open,Yes,8,Decrease,,45,100,Decrease,Yes,60,Decrease,Decrease,Decrease,No,No,No,30,5,17,Remain the same,Remain the same,,,0,Remain the same,Remain the same,Remain the same,,No,No,No,Does not apply,No,No,,,,,,,,3,,,,,,,
656895,213,Open,Yes,2,Remain the same,,,100,Does not apply,No,95,Remain the same,Remain the same,Remain the same,No,No,No,5,0,20,Remain the same,Remain the same,,,Does not apply,Remain the same,Don't know,Don't know,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
656896,113,Open,Yes,1,Decrease,,30,100,Does not apply,Yes,60,Decrease,Decrease,Decrease,No,No,Yes,0,20,21,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,Equity finance,No,No,No,No,No,No,,,,,,,,0,,,,,,,
656897,659,Open,Yes,2,Decrease,,35,70,Decrease,No,70,Decrease,Decrease,Decrease,Yes,Yes,Yes,5,20,31,Decrease,Decrease,0,0,0,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,No,No,No,No,No,,,,,,,,1,,,,,,,
656898,85,Open,Yes,4,Remain the same,,,100,Does not apply,No,85,Remain the same,Remain the same,Remain the same,No,No,No,0,0,47,Remain the same,Remain the same,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,Does not apply,No,No,,,,,,,,12,,,,,,,
656899,716,Open,Yes,3,Decrease,,25,100,Does not apply,No,80,Decrease,Decrease,Decrease,Yes,No,No,5,3,62,Remain the same,Decrease,0,0,0,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,No,No,Does not apply,No,No,,,,,,,,3,,,,,,,
656900,130,Open,No,,Increase,20,,100,Does not apply,Yes,85,Increase,Increase,Remain the same,Yes,Yes,No,40,15,27,Decrease,Increase,7,0,19,Remain the same,Remain the same,Remain the same,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,,8,,,,,,,
656901,306,Open,Yes,2,Decrease,,14,67,Decrease,Yes,90,Remain the same,Remain the same,Remain the same,No,No,Yes,0,20,12,Remain the same,Decrease,1,0,0,Remain the same,Decrease,Increase,,Yes,No,No,No,No,"No, but expect to receive them in the next 3 months",No,No,No,Yes,Yes,No,,6,,,,,,,
656902,328,Open,No,,Decrease,,30,100,Does not apply,Yes,70,Remain the same,Decrease,Decrease,No,No,No,0,0,65,Remain the same,Decrease,13,0,8,Decrease,Remain the same,Remain the same,Equity finance,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
656903,188,Open,No,,Increase,5,,100,Does not apply,No,90,Remain the same,Remain the same,Remain the same,Yes,No,No,10,0,32,Remain the same,Remain the same,,,0,Increase,Increase,Increase,,No,No,No,Does not apply,No,No,,,,,,,,3,,,,,,,
656904,1273,Open,No,,Decrease,,10,100,Does not apply,No,100,Remain the same,Decrease,Remain the same,No,No,No,0,0,22,Remain the same,Remain the same,,,0,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,5,,,,,,,
656905,169,Open,Yes,8,Decrease,,Don't know (spontaneous),100,Does not apply,No,50,Decrease,Decrease,Decrease,No,No,No,30,15,132,Decrease,Decrease,15,0,Does not apply,Decrease,Increase,Increase,Delaying payments to suppliers or workers,Yes,Yes,Yes,No,No,No,,,,,,,,10,,,,,,,
656906,1015,Open,No,,Remain the same,,,100,Does not apply,Yes,100,Remain the same,Decrease,Decrease,No,No,No,5,5,50,Remain the same,Decrease,6,Don't know,Does not apply,Decrease,Decrease,Decrease,None of the above,No,No,No,No,No,No,,,,,,,,10,,,,,,,
656907,245,Open,No,,Increase,5,,100,Does not apply,No,100,Remain the same,Increase,Remain the same,Yes,Yes,Yes,10,0,20,Remain the same,Remain the same,,,0,Increase,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,4,,,,,,,
656908,1283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656909,996,Open,Yes,3,Decrease,,35,100,Does not apply,No,70,Decrease,Decrease,Decrease,Yes,Yes,Yes,5,15,6,Remain the same,Decrease,0,0,0,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,Yes,Yes,Yes,No,No,,,,,,,,1,,,,,,,
656910,945,Open,No,,Remain the same,,,100,Does not apply,Yes,100,Remain the same,Remain the same,Remain the same,Yes,No,No,48,5,45,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,No,,,,,,,,4,,,,,,,
656911,833,Open,Yes,7,Decrease,,30,100,Does not apply,No,70,Decrease,Decrease,Decrease,Yes,Yes,Yes,30,15,12,Decrease,Remain the same,1,2,0,Decrease,Increase,Increase,None of the above,Yes,No,Yes,Does not apply,No,No,,,,,,,,4,,,,,,,
656912,742,Open,No,,Decrease,,15,80,Decrease,Yes,80,Decrease,Decrease,Decrease,Yes,Yes,Yes,20,10,82,Remain the same,Decrease,15,3,10,Decrease,Decrease,Remain the same,Delaying payments to suppliers or workers,Yes,No,Yes,Yes,No,No,,,,,,,,2,,,,,,,
656913,526,Open,Yes,3,Decrease,,20,100,Decrease,No,80,Remain the same,Decrease,Decrease,Yes,No,No,5,0,52,Remain the same,Decrease,5,0,0,Decrease,Increase,Increase,None of the above,No,No,No,No,No,"No, but expect to receive them in the next 3 months",No,No,No,Yes,No,No,,1,,,,,,,
656914,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656915,578,Permanently closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Closed before COVID-19 outbreak,Yes,Yes,No,No,No,No
656916,907,Permanently closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Closed before COVID-19 outbreak,No,No,No,Don't know,No,Don't know
656917,707,Open,No,,Decrease,,20,100,Does not apply,No,90,Remain the same,Remain the same,Decrease,Yes,No,No,12,21,21,Remain the same,Decrease,6,0,0,Decrease,Decrease,Increase,Loans from commercial banks,Yes,Yes,No,Does not apply,No,No,,,,,,,,2,,,,,,,
