idstd,panelid,year,b1,b2c,b3,b5,b8,c22b,d12a,d1a1x,d1a3,d2,d3a,f1,f2,g5a,g5b,g5bx,g6a,h1,k1c,k2c,k4,k5a,k5f,k5i,k6,k7,k8,l1,l11a,l11b,l6,l8,n2a,n2b,n2e,n2f,n2i,n3,n5a,n5b,n7a,a17,_2012_2019_BMd1a,_2012_2019_BMd1b,_2012_2019_e2b,_2012_2019_h5,_2012_2019_BMh1,_2012_2019_BMh2,_2012_2019_BMh3,_2012_2019_h9,_2012_2019_g1a,_2012_2019_k3a,_2012_2019_k3bc,_2012_2019_k3e,_2012_2019_k3f,_2012_2019_BMk3hd,_2012_2019_k5bc,_2012_2019_k5e,_2012_2019_BMk5hdj,_2019_d1a1a,_2019_h8,_2019_BMk3a,_2019_BMk3b,_2019_k5a1,_2019_k5bc1,_2019_k5i1,_2019_k5e1,_2019_k5f1,_2019_BMk5a,_2019_BMk5a1,_2019_BMk5b,_2019_BMk5b1,_2019_BMk5hdj1,_2019_BMl1a,_2019_l11a1,_2019_l11b1,_2019_n2p
656665,656665,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2008,No,Yes,0,"Sewing Light And Outwear Men'S, Women'S And Children'S Clothing, Clothing Repair",100,5400000,100,Don't know (spontaneous),40,,,,100,Yes,0,0,Yes,100,0,0,No,No,No,5,,,No full-time seasonal or temporary workers,,3400000,49000,500000,0,,4400000,15000,0,Don't know (spontaneous),Are taken directly from establishment records,Increase,50,5,Yes,No,No,No,,100,100,0,0,0,0,0,0,0,Manufacturing of ,,0,0,,,,,,0,,0,,,,,,439000
656666,656666,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2004,No,No,8,"Manufacture And Repair Of Clothing: Jackets, Raincoats, Trousers, Skirts Made Of Leather, Handbags And Leather Shoes",100,2500000,100,60,40,,,,0,No,0,0,No,,,,Yes,Yes,Yes,5,,,No full-time seasonal or temporary workers,,750000,100000,1120000,0,,1800000,,,1800000,Are estimates computed with some precision,Don't know (spontaneous),,Too many to count,No,No,No,No,,0,10,20,0,70,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,1,,,2070000
656667,656667,2019,Shareholding company with non-traded shares or shares traded privately,0,100,1991,No,No,50,Manufacture Of Workwear,80,2000000,100,100,60,,,,0,No,0,0,No,,,,Yes,No,No,5,,,No full-time seasonal or temporary workers,,1000000,Don't know (spontaneous),500000,Don't know (spontaneous),,1600000,,,Don't know (spontaneous),Are in some case taken from books and in some case estimates,Increase,Don't know (spontaneous),Too many to count,No,No,No,No,,Does not apply is a floor in a building (spontaneous),100,0,0,0,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,50,,,Don't know (spontaneous)
656668,656668,2019,Shareholding company with non-traded shares or shares traded privately,0,50,2006,No,No,100,Outerwear Production,85,5000000,100,85,48,,,,0,No,10,10,No,,,,Yes,No,No,6,,,No full-time seasonal or temporary workers,,3000000,300000,900000,0,,4000000,,,2300000,Are estimates computed with some precision,Increase,5,Too many to count,No,No,No,No,,Does not apply is a floor in a building (spontaneous),100,0,0,0,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,60,,,4200000
656669,656669,2019,Shareholding company with non-traded shares or shares traded privately,0,50,2011,No,Yes,100,Manufacture Of Outerwear And Workwear,80,13000000,100,85,40,,,,0,No,20,50,Yes,80,0,0,Yes,No,Yes,10,,,2,12,5000000,100000,4000000,Don't know (spontaneous),,14000000,500000,0,10000000,Are estimates computed with some precision,Increase,15,Too many to count,No,No,No,No,,0,80,20,0,0,0,20,0,0,Manufacturing of ,,0,0,,,,,,0,,0,,,5,,,Don't know (spontaneous)
656670,656670,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2009,No,No,15,Tailoring Of Clothes,100,3847406,100,60,48,,,,100,No,0,0,No,,,,Yes,No,No,10,,,No full-time seasonal or temporary workers,,1728000,100000,1440000,100000,,3600000,,,Don't know (spontaneous),Are in some case taken from books and in some case estimates,Increase,10,Too many to count,No,No,No,No,,100,100,0,0,0,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,1,,,3468000
656671,656671,2019,Shareholding company with non-traded shares or shares traded privately,0,51,2012,No,No,20,"Sewing And Repairing Clothes: Outwear, Dresses And Other",100,5000000,100,90,56,,,,0,No,0,0,No,,,,Yes,No,No,7,,,No full-time seasonal or temporary workers,,2000000,15000,1200000,0,,4500000,,,1200000,Are in some case taken from books and in some case estimates,Decrease,5,Too many to count,No,No,No,No,,0,100,0,0,0,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,,,,3800000
656672,656672,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2006,No,No,80,Manufacture Of Other Outerwear,85,17000000,100,90,40,,,,100,No,20,20,No,,,,Yes,No,No,15,,,No full-time seasonal or temporary workers,,7500000,230000,5000000,80000,,5000000,,,3000000,Are estimates computed with some precision,Increase,25,4,No,No,No,No,,100,80,0,0,20,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,,,,1300000
656673,656673,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2002,No,Yes,Don't know (spontaneous),Edition Of Magazines And Periodicals,100,Don't know (spontaneous),100,90,50,,,,0,No,Don't know (spontaneous),Don't know (spontaneous),Yes,70,0,0,Yes,No,Yes,15,,,No full-time seasonal or temporary workers,,6500000,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),7000000,Don't know (spontaneous),Don't know (spontaneous),Are estimates computed with some precision,Stay the same,,Too many to count,Yes,No,No,No,,Does not apply is a floor in a building (spontaneous),70,30,0,0,0,30,0,0,Manufacturing of ,,0,0,,,,,,0,,0,,,,,,Don't know (spontaneous)
656674,656674,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2008,No,Yes,50,Workwear Production,90,296800000,80,95,38,,,,0,Yes,7,15,Yes,75,10,5,Yes,Yes,Yes,15,,,No full-time seasonal or temporary workers,,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,290000000,1000000,0,Don't know (spontaneous),Are estimates computed with some precision,Increase,10,Too many to count,Yes,No,No,No,,0,80,10,0,10,0,10,0,0,Manufacturing of ,,0,0,,,,,,0,,0,,,Don't know (spontaneous),,,Don't know (spontaneous)
656675,656675,2019,Shareholding company with non-traded shares or shares traded privately,0,100,1974,No,No,20,"Production And Repair Of Various Clothes: Outerwear, Dress, Suits, Trousers, Hats, Etc.",85,Don't know (spontaneous),100,60,80,,,,100,No,30,7,No,,,,Yes,No,No,18,,,No full-time seasonal or temporary workers,,7000000,150000,2200000,0,,Don't know (spontaneous),,,12000000,Are estimates computed with some precision,Stay the same,,Too many to count,No,No,No,No,,0,100,0,0,0,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,,,,10000000
656676,656676,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2007,No,Yes,60,Tailoring And Accessories For Clothes,100,Don't know (spontaneous),100,75,48,,,,0,Don't know (spontaneous),20,10,No,,,,Yes,No,No,15,,,No full-time seasonal or temporary workers,,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),,,Don't know (spontaneous),Are estimates computed with some precision,Increase,5,Too many to count,Yes,No,No,No,,Does not apply is a floor in a building (spontaneous),100,0,0,0,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,Don't know (spontaneous),,,Don't know (spontaneous)
656677,656677,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2014,No,No,100,"Tailoring For Men, Women, Children, Making Lambrequins, Textile Design",100,1530000,100,Don't know (spontaneous),40,,,,0,Yes,0,0,No,,,,Yes,No,No,5,,,No full-time seasonal or temporary workers,,540000,0,15000,0,,1100000,,,Don't know (spontaneous),Are taken directly from establishment records,Stay the same,,10,Yes,No,No,No,,0,100,0,0,0,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,,,,0
656678,656678,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2015,No,Yes,50,Manufacture Of Women'S Clothing,100,10000000,100,100,40,,,,0,No,70,0,No,,,,Yes,Yes,Yes,15,,,7,12,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,6000000,,,7000000,Are estimates computed with some precision,Increase,15,Too many to count,No,No,No,No,,Does not apply is a floor in a building (spontaneous),50,30,0,20,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,Don't know (spontaneous),,,Don't know (spontaneous)
656679,656679,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2015,No,No,100,Outerwear Production,90,2300000,100,90,48,,,,0,No,5,0,No,,,,Yes,No,No,5,,,No full-time seasonal or temporary workers,,1300000,300000,500000,Don't know (spontaneous),,2200000,,,500000,Are estimates computed with some precision,Increase,2,Too many to count,No,No,No,No,,0,100,0,0,0,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,,,,2100000
656680,656680,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2012,No,Yes,80,"Manufacture Of Workwear - Underwear, Hats, Clothing Accessories",100,Don't know (spontaneous),100,70,48,,,,0,Don't know (spontaneous),30,0,No,,,,Yes,No,Yes,10,,,No full-time seasonal or temporary workers,,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),,,Don't know (spontaneous),Are estimates computed with some precision,Stay the same,,Too many to count,Yes,No,Don't know (spontaneous),No,,Does not apply is a floor in a building (spontaneous),100,0,0,0,0,,,,Manufacturing of ,No,0,0,,,,,,,,,,,30,,,Don't know (spontaneous)
656681,656681,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2017,No,No,100,Production Of Pneumatic Lifts And Conveyors,70,5850000,100,100,40,,,,0,No,5,20,Don't know (spontaneous),,,,Yes,Yes,Yes,18,,,No full-time seasonal or temporary workers,,2700000,300000,1000000,0,,Establishment was not in business in Fiscal Year,,,1800000,Are estimates computed with some precision,Increase,Don't know (spontaneous),Too many to count,No,No,No,No,,Does not apply is a floor in a building (spontaneous),70,10,0,10,10,,,,Manufacturing of ,,0,0,,,,,,,,,,,40,,,4000000
656682,656682,2019,Shareholding company with non-traded shares or shares traded privately,0,50,2014,No,Yes,30,"Manufacture Of Sportswear: Models For Men And Women, Trousers, Shorts, T-Shirts, Tops, Jackets, Accessories. Tailoring For Pole Dance, For Dancing, For Boxing, And Other Sports",100,27400000,65,80,100,,,,0,Yes,0,17,Yes,100,0,0,Yes,No,No,18,,,No full-time seasonal or temporary workers,,4350000,180000,11900000,220000,,24100000,635000,0,12000000,Are estimates computed with some precision,Decrease,5,8,Yes,No,Yes,No,2800000,Does not apply is a floor in a building (spontaneous),85,0,0,15,0,0,0,0,Manufacturing of ,Yes,0,0,,,,,,0,,0,,,,,,Don't know (spontaneous)
656683,656683,2019,Shareholding company with non-traded shares or shares traded privately,0,43,2006,No,Yes,100,"Publishing Of Books, Brochures, Booklets",90,5800000,100,85,40,,,,100,No,0,0,Yes,100,0,0,Yes,No,No,8,,,No full-time seasonal or temporary workers,,3000000,500000,800000,Don't know (spontaneous),,5700000,100000,0,600000,Are estimates computed with some precision,Increase,3,5,No,No,No,No,,100,100,0,0,0,0,0,0,0,Manufacturing of ,,0,0,,,,,,0,,0,,,,,,4300000
656684,656684,2019,Shareholding company with non-traded shares or shares traded privately,0,50,2013,No,No,50,Manufacture Of Fur Outerwear,80,5000000,100,70,60,,,,0,No,60,10,Yes,30,10,0,Yes,No,Yes,6,,,2,3,2200000,30000,2000000,Don't know (spontaneous),,3000000,800000,0,3500000,Are estimates computed with some precision,Stay the same,,Too many to count,No,No,No,No,,0,30,40,0,30,0,60,0,0,Manufacturing of ,,0,0,,,,,,0,,0,,,100,,,4500000
656685,656685,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2014,Don't know (spontaneous),Yes,Don't know (spontaneous),Manufacture Of Metal Frames,70,65000000,Don't know (spontaneous),Don't know (spontaneous),36,,,,Don't know (spontaneous),Yes,Don't know (spontaneous),Don't know (spontaneous),Yes,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Yes,Don't know (spontaneous),Yes,18,,,Don't know (spontaneous),,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Are estimates computed with some precision,Increase,20,Too many to count,Yes,Yes,Yes,Yes,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Manufacturing of ,Yes,Don't know (spontaneous),Don't know (spontaneous),,,,,,Don't know (spontaneous),,Don't know (spontaneous),,,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous)
656686,656686,2019,Shareholding company with non-traded shares or shares traded privately,0,50,2017,No,No,70,Production Of Ready-Mixed Concrete,70,3000000,100,100,80,,,,0,No,10,0,Yes,90,10,0,Yes,No,No,8,,,15,9,2000000,50000,700000,Don't know (spontaneous),,Establishment was not in business in Fiscal Year,100000,0,4500000,Are estimates computed with some precision,Increase,30,Too many to count,No,No,No,No,,0,90,0,0,10,0,0,0,0,Manufacturing of ,,0,0,,,,,,0,,0,,,,,,100000
656687,656687,2019,Shareholding company with non-traded shares or shares traded privately,0,50,1996,No,Yes,100,"Manufacture Of Outerwear From Textile Materials, Except Knitted Or Crocheted",75,15000000,100,80,40,,,,50,No,20,0,Yes,100,0,0,Yes,No,No,14,,,No full-time seasonal or temporary workers,,7000000,Don't know (spontaneous),3500000,Don't know (spontaneous),,18000000,600000,0,15000000,Are estimates computed with some precision,Increase,10,Too many to count,No,No,No,No,,50,100,0,0,0,0,0,0,0,Manufacturing of ,,0,0,,,,,,0,,0,,,30,,,Don't know (spontaneous)
656688,656688,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2016,No,Yes,100,Production Of Other Outerwear,50,2000000,100,100,48,,,,100,No,10,10,No,,,,Yes,Yes,Yes,5,,,No full-time seasonal or temporary workers,,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,Establishment was not in business in Fiscal Year,,,Don't know (spontaneous),Are estimates computed with some precision,Increase,3,2,No,No,No,No,,0,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,,,Manufacturing of ,,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,Don't know (spontaneous)
656689,656689,2019,Shareholding company with non-traded shares or shares traded privately,0,80,2006,No,Yes,70,Sewing Adult And Children'S Clothing,100,60080000,100,70,40,,,,0,No,12,8,No,,,,Yes,No,Yes,18,,,No full-time seasonal or temporary workers,,8100000,85000,720000,30000,,66340000,,,500000,Are taken directly from establishment records,Don't know (spontaneous),,Too many to count,No,No,No,No,,0,80,5,0,15,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,60,,,8950000
656690,656690,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2010,No,No,90,Sewing Upper Workwear,100,9500000,100,40,60,,,,100,No,20,50,No,,,,Yes,Yes,No,20,,,1,One month or less,5900000,400000,2300000,0,,Don't know (spontaneous),,,3000000,Are estimates computed with some precision,Decrease,20,10,No,No,No,No,,100,50,0,0,50,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,Don't know (spontaneous),,,9000000
656691,656691,2019,Shareholding company with non-traded shares or shares traded privately,0,100,1997,No,Yes,100,Manufacture Of Concrete Products For Use In Construction,90,350000000,100,90,50,,,,100,No,0,15,No,,,,Yes,No,No,18,,,5,2,19720000,300000,45000000,Don't know (spontaneous),,340000000,,,5320000,Are estimates computed with some precision,Increase,5,Too many to count,No,No,No,No,,100,100,0,0,0,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,60,,,14520000
656692,656692,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2006,No,Yes,100,"Production Of Booklets, Business Cards",95,6000000,100,85,40,,,,0,No,0,0,No,,,,Yes,No,No,6,,,No full-time seasonal or temporary workers,,2300000,500000,1000000,Don't know (spontaneous),,5600000,,,500000,Are estimates computed with some precision,Increase,5,Too many to count,No,No,No,No,,0,100,0,0,0,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,,,,3800000
656693,656693,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2016,No,Yes,100,Production Of Other Clothing And Clothing Accessories,70,3270000,100,80,40,,,,40,No,0,0,No,,,,Yes,No,No,13,,,No full-time seasonal or temporary workers,,1500000,0,500000,0,,Establishment was not in business in Fiscal Year,,,600000,Are in some case taken from books and in some case estimates,Increase,2,5,No,No,No,No,,Does not apply is a floor in a building (spontaneous),100,0,0,0,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,Don't know (spontaneous),9,No employees trained,2000000
656694,656694,2019,Shareholding company with non-traded shares or shares traded privately,0,100,1999,No,No,65,Manufacture Of Clothing And Clothing Accessories,85,4800000,100,80,40,,,,100,No,25,15,No,,,,Yes,No,No,6,,,No full-time seasonal or temporary workers,,2300000,Don't know (spontaneous),1800000,Don't know (spontaneous),,4400000,,,Don't know (spontaneous),Are estimates computed with some precision,Increase,15,Too many to count,No,No,No,No,,100,70,20,0,10,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,,,,800000
656695,656695,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2011,No,Yes,100,Manufacture Of Fur Products,75,7000000,100,80,50,,,,0,No,30,0,Yes,80,0,0,Yes,No,Yes,7,,,No full-time seasonal or temporary workers,,3000000,Don't know (spontaneous),2000000,Don't know (spontaneous),,8000000,1000000,0,10000000,Are estimates computed with some precision,Increase,15,Too many to count,No,No,No,No,,0,80,20,0,0,0,20,0,0,Manufacturing of ,,0,0,,,,,,0,,0,,,20,,,Don't know (spontaneous)
